RCS Basic VESA — task_history 더미 데이터
================================================================================
※ task_name 의 "배치(x100)" prefix 제거 → "작업" 으로 단순화
※ robot_name : S352601807094Qq / S352601807095Qr / S352601807096Qs 중 랜덤
※ 작업1→작업2 실패 행 : 끝에 몰리지 않고 100회 시도 중 랜덤 위치
※ 시드 고정 (재실행해도 같은 결과)

# [작업1 → 작업2] 이전 측정  총 100 / 성공 90 / 실패 10  (실패 위치 랜덤)
----+--------------------+--------------+----------+-----------------+-----------------+------------------+-----------+------------------------
id  | task_name          | route_name   | robot_id | robot_name      | pickup_poi_name | dropoff_poi_name | status    | error_message          
19  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
20  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
21  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
22  | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
23  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
24  | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
25  | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
26  | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
27  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | failed    | 오류: 이동 중 이상 감지
28  | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | failed    | 오류: 이동 중 이상 감지
29  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
30  | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
31  | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
32  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
33  | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
34  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
35  | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
36  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
37  | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
38  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
39  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
40  | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | failed    | 오류: 이동 중 이상 감지
41  | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | failed    | 오류: 이동 중 이상 감지
42  | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
43  | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
44  | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
45  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
46  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
47  | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
48  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
49  | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
50  | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
51  | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
52  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
53  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
54  | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
55  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
56  | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
57  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
58  | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
59  | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
60  | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
61  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
62  | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | failed    | 오류: 이동 중 이상 감지
63  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
64  | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | failed    | 오류: 이동 중 이상 감지
65  | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
66  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
67  | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
68  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
69  | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
70  | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
71  | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
72  | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
73  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
74  | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
75  | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
76  | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
77  | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
78  | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
79  | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
80  | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
81  | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | failed    | 오류: 이동 중 이상 감지
82  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
83  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
84  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
85  | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
86  | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
87  | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
88  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
89  | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
90  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
91  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
92  | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
93  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | failed    | 오류: 이동 중 이상 감지
94  | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
95  | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
96  | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
97  | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
98  | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
99  | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
100 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        

# [작업1 → 작업2] 이후 측정  총 100 / 성공 93 / 실패 7   (실패 위치 랜덤)
----+--------------------+--------------+----------+-----------------+-----------------+------------------+-----------+------------------------
id  | task_name          | route_name   | robot_id | robot_name      | pickup_poi_name | dropoff_poi_name | status    | error_message          
----+--------------------+--------------+----------+-----------------+-----------------+------------------+-----------+------------------------
101 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
102 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
103 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
104 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
105 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
106 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
107 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
108 | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
109 | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
110 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
111 | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
112 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
113 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
114 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
115 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
116 | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
117 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
118 | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
119 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
120 | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
121 | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
122 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
123 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
124 | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
125 | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
126 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
127 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | failed    | 오류: 이동 중 이상 감지
128 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
129 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | failed    | 오류: 이동 중 이상 감지
130 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
131 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
132 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
133 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | failed    | 오류: 이동 중 이상 감지
134 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
135 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
136 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
137 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
138 | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
139 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
140 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
141 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
142 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
143 | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
144 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
145 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
146 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
147 | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
148 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
149 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
150 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
151 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
152 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
153 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | failed    | 오류: 이동 중 이상 감지
154 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
155 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
156 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
157 | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
158 | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
159 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
160 | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
161 | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
162 | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
163 | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
164 | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
165 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
166 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
167 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
168 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | failed    | 오류: 이동 중 이상 감지
169 | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
170 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
171 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
172 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
173 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | failed    | 오류: 이동 중 이상 감지
174 | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
175 | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
176 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
177 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
178 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
179 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
180 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
181 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | failed    | 오류: 이동 중 이상 감지
182 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
183 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
184 | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
185 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
186 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
187 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
188 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
189 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
190 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
191 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
192 | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
193 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
194 | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
195 | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
196 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        
197 | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
198 | 작업: 작업1→작업2 | 작업1→작업2 | 7        | S352601807096Qs | 작업1           | 작업2            | succeeded |                        
199 | 작업: 작업1→작업2 | 작업1→작업2 | 6        | S352601807095Qr | 작업1           | 작업2            | succeeded |                        
200 | 작업: 작업1→작업2 | 작업1→작업2 | 5        | S352601807094Qq | 작업1           | 작업2            | succeeded |                        

# [작업3 → 작업4]  2026-06-03 09:00 ~ 10:00  총 100회 (1회당 36초)
----+--------------------+--------------+----------+-----------------+-----------------+------------------+-----------+---------------------+--------------------
id  | task_name          | route_name   | robot_id | robot_name      | pickup_poi_name | dropoff_poi_name | status    | started_at          | finished_at        
----+--------------------+--------------+----------+-----------------+-----------------+------------------+-----------+---------------------+--------------------
201 | 작업: 작업3→작업4 | 작업3→작업4 | 5        | S352601807094Qq | 작업3           | 작업4            | succeeded | 2026-06-03 09:00:00 | 2026-06-03 09:00:31
202 | 작업: 작업3→작업4 | 작업3→작업4 | 6        | S352601807095Qr | 작업3           | 작업4            | succeeded | 2026-06-03 09:00:36 | 2026-06-03 09:01:07
203 | 작업: 작업3→작업4 | 작업3→작업4 | 7        | S352601807096Qs | 작업3           | 작업4            | succeeded | 2026-06-03 09:01:12 | 2026-06-03 09:01:43
204 | 작업: 작업3→작업4 | 작업3→작업4 | 7        | S352601807096Qs | 작업3           | 작업4            | succeeded | 2026-06-03 09:01:48 | 2026-06-03 09:02:19
205 | 작업: 작업3→작업4 | 작업3→작업4 | 7        | S352601807096Qs | 작업3           | 작업4            | succeeded | 2026-06-03 09:02:24 | 2026-06-03 09:02:55
206 | 작업: 작업3→작업4 | 작업3→작업4 | 7        | S352601807096Qs | 작업3           | 작업4            | succeeded | 2026-06-03 09:03:00 | 2026-06-03 09:03:31
207 | 작업: 작업3→작업4 | 작업3→작업4 | 5        | S352601807094Qq | 작업3           | 작업4            | succeeded | 2026-06-03 09:03:36 | 2026-06-03 09:04:07
208 | 작업: 작업3→작업4 | 작업3→작업4 | 6        | S352601807095Qr | 작업3           | 작업4            | succeeded | 2026-06-03 09:04:12 | 2026-06-03 09:04:43
